article_name,country,revision_id,article_quality,population
Sergio Arturo Castellanos,Hondura,789599235.0,Stub,
Hipólita Rodríguez,Hondura,789599241.0,Stub,
German Leitzelar,Hondura,789599248.0,Stub,
Marco Antonio Andino,Hondura,789599260.0,Stub,
Lisandro Mauricio Arias,Hondura,789599265.0,Stub,
José Azcona Bocock,Hondura,789599272.0,Stub,
Yadira Bendaña,Hondura,789599288.0,Stub,
José Rosario Bonano,Hondura,789599294.0,Stub,
Romualdo Bueso Melghem,Hondura,789599300.0,Stub,
Teófilo Enamorado,Hondura,789599316.0,Stub,
Gabo Alfredo Jalil,Hondura,789599319.0,Stub,
Eleazar Alexander Juárez,Hondura,789599323.0,Stub,
Carlos Alfredo Lara Watson,Hondura,789599331.0,Stub,
Wenceslao Lara Orellana,Hondura,789599336.0,Stub,
Maria Aracely Leiva,Hondura,789599343.0,Stub,
Fredy Renán Nájera,Hondura,789599348.0,Stub,
Waldina Paz,Hondura,789599355.0,Stub,
Jesús Dagoberto Perdomo,Hondura,789599360.0,Stub,
Modesto Rodas Alvarado,Hondura,789599369.0,Stub,
Erick Mauricio Rodríguez,Hondura,789599374.0,Stub,
Víctor Rolando Sabillón,Hondura,789599381.0,Stub,
Dennis Antonio Sánchez,Hondura,789599388.0,Stub,
Elman Joel Sandoval,Hondura,789599393.0,Stub,
Mario Edgardo Segura,Hondura,789599398.0,Stub,
Perla Simons,Hondura,789599401.0,Stub,
Felipe Zúniga del Cid,Hondura,789599406.0,Stub,
Juan Francisco Argeñal,Hondura,789599415.0,Stub,
Nasry Asfura,Hondura,789599418.0,Stub,
Yaudet Burbara,Hondura,789599427.0,Stub,
Oscar Orlando Burgos,Hondura,789599429.0,Stub,
Wilfredo Bustillo Castellanos,Hondura,789599434.0,Stub,
Victoria Carrasco,Hondura,789599444.0,Stub,
Gladys Bernarda Casco,Hondura,789599449.0,Stub,
Rigoberto Chang Castillo,Hondura,789599455.0,Stub,
María Teresa Chávez,Hondura,789599463.0,Stub,
Alberto Chedrani,Hondura,789599476.0,Stub,
Celín Discua,Hondura,789599485.0,Stub,
Martha Concepción Figueroa,Hondura,789599488.0,Stub,
Brenda Mercedes Flores,Hondura,789599496.0,Stub,
Julio César Gámez Interiano,Hondura,789599506.0,Stub,
Roberto Gámez Panchamé,Hondura,789599509.0,Stub,
Miguel Ángel Gámez,Hondura,789599513.0,Stub,
Lorena Enriqueta Herrera,Hondura,789599522.0,Stub,
Rodolfo Irias Navas,Hondura,789599528.0,Stub,
Abraham Kafati Díaz,Hondura,789599532.0,Stub,
Juan Fernando Lobo,Hondura,789599542.0,Stub,
Miguel Edgardo Martínez,Hondura,789599547.0,Stub,
Eliseo Noel Mejía,Hondura,789599561.0,Stub,
Oscar Ramón Nájera,Hondura,789599562.0,Stub,
Claudio Roberto Perdomo,Hondura,789599568.0,Stub,
Mario Alonso Pérez López,Hondura,789599570.0,Stub,
Milton Jesús Puerto,Hondura,789599575.0,Stub,
Oswaldo Ramos Soto,Hondura,789599581.0,Stub,
Donaldo Ernesto Reyes,Hondura,789599586.0,Stub,
Antonio Rivera Callejas,Hondura,789599589.0,Stub,
José Juan Rivera Ramos,Hondura,789599594.0,Stub,
Salvador Valeriano Pineda,Hondura,789599607.0,Stub,
Welsy Vásquez,Hondura,789599609.0,Stub,
José Rodolfo Zelaya,Hondura,789599615.0,Stub,
Yessenia Coely Zelaya,Hondura,789599618.0,Stub,
Adela Elizabeth Zúñiga,Hondura,789599620.0,Stub,
Ramón Villeda Bermúdez,Hondura,789600726.0,Stub,
Jorge Aguilar Paredes,Hondura,789600760.0,Stub,
Andrés Pavón,Hondura,789600953.0,Stub,
Marvin Ponce,Hondura,789600975.0,Stub,
Jorge Elvir,Hondura,789601015.0,Stub,
Rodolfo Padilla Sunseri,Hondura,789601536.0,Stub,
Mireya Agüero,Hondura,790412309.0,Stub,
María Dolores Agüero,Hondura,790412332.0,Start,
Rosa Elena Bonilla,Hondura,791906998.0,Stub,
Xiomara Castro,Hondura,791907048.0,C,
Eduardo Gauggel Medina,Hondura,792070727.0,Stub,
Carlos Escaleras,Hondura,793178396.0,Start,
Carlos Gabriel Kattán,Hondura,793179072.0,Stub,
Carlos Ramón Aguilar Guifarro,Hondura,793183704.0,Stub,
José Alfredo Saavedra,Hondura,794482135.0,Stub,
César Ham,Hondura,795765167.0,Stub,
Mario Fernando Hernández,Hondura,796180350.0,Start,
Eduardo Gauggel Rivas,Hondura,796291215.0,Stub,
Bernard Martínez Valerio,Hondura,796597000.0,Start,
Felicito Ávila,Hondura,796635107.0,Stub,
Patricia Rodas,Hondura,796709335.0,Start,
Carlos Humberto Reyes,Hondura,797385790.0,Start,
Carlos López Contreras,Hondura,797499354.0,Stub,
Sadia Argueta,Hondura,797677168.0,Stub,
Margarita Dabdoub Sikaffi,Hondura,797684912.0,Start,
José Tomás Ponce,Hondura,798394355.0,Stub,
Mary Elizabeth Flores,Hondura,798401950.0,Start,
José Cecilio del Valle,Hondura,798460200.0,C,
David Romero Ellner,Hondura,799220342.0,Start,
Norma Haydee Calderón,Hondura,799300330.0,Stub,
Olman Danery Maldonado,Hondura,799341541.0,Stub,
Silvia Ayala,Hondura,800166969.0,Stub,
Ricardo Álvarez Arias,Hondura,800643446.0,Stub,
Efraín Bu Girón,Hondura,801194944.0,Stub,
Walter Antonio Chávez,Hondura,801414837.0,Stub,
Elvia Josefina Amador,Hondura,801499755.0,Stub,
Marlon Tábora Muñoz,Hondura,802009929.0,C,
Marco Aurelio Soto,Hondura,802955117.0,Start,
Arnoldo José Avilés García,Hondura,803808871.0,Stub,
Coronado Chávez,Hondura,803835401.0,Stub,
Florencio Xatruch,Hondura,803835755.0,Start,
Ramón Villeda Morales,Hondura,803836305.0,Start,
Roberto Suazo Córdova,Hondura,803836472.0,Stub,
Rafael Leonardo Callejas Romero,Hondura,803836551.0,C,
Vicente Mejía Colindres,Hondura,804127803.0,Stub,
Miguel Paz Barahona,Hondura,804127877.0,Stub,
Rafael López Gutiérrez,Hondura,804128734.0,Stub,
Francisco Bertrand,Hondura,804129698.0,Stub,
Miguel R. Dávila,Hondura,804130200.0,Stub,
Manuel Bonilla,Hondura,804130440.0,Stub,
Terencio Sierra,Hondura,804131272.0,Stub,
Policarpo Bonilla,Hondura,804131604.0,Start,
Ponciano Leiva,Hondura,804131948.0,Stub,
José María Medina,Hondura,804133123.0,Start,
José Santos Guardiola,Hondura,804133555.0,Start,
José Lino Matute,Hondura,804138803.0,Stub,
José Santiago Bueso,Hondura,804139010.0,Stub,
Francisco de Aguilar (politician),Hondura,804139208.0,Stub,
José Francisco Montes,Hondura,804139258.0,Stub,
Victoriano Castellanos,Hondura,804139730.0,Stub,
Francisco Inestroza,Hondura,804139800.0,Stub,
Francisco Cruz Castro,Hondura,804139868.0,Stub,
Marcelino Mejía,Hondura,804140099.0,Stub,
Crescencio Gómez,Hondura,804140159.0,Stub,
Miguel Oquelí Bustillo,Hondura,804140314.0,Stub,
Francisco Bueso,Hondura,804140447.0,Stub,
Gabriela Nuñez,Hondura,804587565.0,Start,
Augusto Coello,Hondura,805055004.0,Stub,
George Romeo Silvestri,Hondura,805248828.0,Stub,
Salvador Nasralla,Hondura,805625721.0,Start,
Edmundo Orellana,Hondura,805984131.0,Stub,
Rafael Pineda Ponce,Hondura,806178799.0,C,
Selvin Laínez,Hondura,806796619.0,Stub,
Ana Julia García,Hondura,806875293.0,Stub,
Francisco Ferrera,Hondura,806948506.0,Stub,
Juan Ángel Arias Boquín,Hondura,807445333.0,,
Francisco Zelaya y Ayes,Hondura,807445395.0,,
Dawda Fadera,Gambia,807363793.0,,2.2
Yahya Jammeh,Gambia,807482007.0,,2.2
Josephine Abaijah,Papua New Guinea,807358529.0,,8.5
Mekere Morauta,Papua New Guinea,807468902.0,,8.5
Puka Temu,Papua New Guinea,807468907.0,,8.5
João Bernardo Vieira,Guinea-Bissau,807446672.0,,1.9
Vicente Flores,Incan,706771757.0,Stub,
María Sumire,Incan,783850857.0,Start,
Túpac Amaru,Incan,801587917.0,C,
Pachacuti,Incan,803601556.0,C,
Túpac Katari,Incan,804527512.0,C,
Hilaria Supa,Incan,805475200.0,C,
Túpac Amaru II,Incan,806761543.0,C,
Houda Nonoo,Bahrain,807336927.0,,1.5
Isa ibn Ali Al Khalifa,Bahrain,807354494.0,,1.5
Khozh-Ahmed Noukhayev,Chechen,707217873.0,C,
Alibek Delimkhanov,Chechen,762868684.0,Stub,
Beibulat Taimiev,Chechen,765616552.0,Start,
Isa Gendergenoevsky,Chechen,772274868.0,Stub,
Ibragim Khultygov,Chechen,782430810.0,Stub,
Movladi Udugov,Chechen,783907075.0,C,
Doku Zavgayev,Chechen,784167327.0,Start,
Head of the Chechen Republic,Chechen,786231010.0,Start,
Mairbek Sheripov,Chechen,787163671.0,Stub,
Alu Alkhanov,Chechen,789327678.0,C,
Adam Delimkhanov,Chechen,789328171.0,Start,
Aslambek Aslakhanov,Chechen,789949907.0,Stub,
Ruslan Khasbulatov,Chechen,791803238.0,Start,
Sergey Abramov (politician),Chechen,794171049.0,Stub,
Malik Saidullaev,Chechen,794893770.0,Start,
Akhmed Zakayev,Chechen,797214106.0,B,
Sheikh Mansur,Chechen,797258871.0,Start,
Ali Mitayev,Chechen,798580067.0,Start,
Turpal-Ali Atgeriyev,Chechen,801036587.0,Start,
Akhmad Kadyrov,Chechen,802665757.0,C,
Dzhokhar Dudayev,Chechen,802950350.0,C,
Ilyas Akhmadov,Chechen,803177211.0,Start,
Ruslan Gelayev,Chechen,803469952.0,B,
President of Ichkeria,Chechen,804275742.0,Start,
Said-Khasanom Abumuslimov,Chechen,804276832.0,Stub,
Vakha Arsanov,Chechen,804276940.0,C,
Shamil Basayev,Chechen,804277603.0,C,
Supyan Abdullayev,Chechen,804277842.0,Start,
Zelimkhan Yandarbiyev,Chechen,804279009.0,C,
Aslan Maskhadov,Chechen,804279119.0,C,
Abdul-Halim Sadulayev,Chechen,804279165.0,C,
Dokka Umarov,Chechen,804279341.0,B,
Tapa Tchermoeff,Chechen,804557776.0,Start,
Umar Dzhabrailov,Chechen,805794113.0,B,
Ramzan Kadyrov,Chechen,805869321.0,GA,
Idris Gaibov,Chechen,807180397.0,Stub,
Ruslan Alikhadzhiyev,Chechen,807354708.0,,
Ruslan Yamadayev,Chechen,807454176.0,,
Silas Lwakabamba,Rwanda,807333725.0,,12.6
Terry Le Main,Jersey,708727189.0,Start,
Paul Routier,Jersey,708727221.0,Start,
Mike Vibert,Jersey,708766654.0,Start,
Sean Power (Jersey),Jersey,710334019.0,Stub,
Leonard Norman,Jersey,710503170.0,Start,
Ben Shenton,Jersey,717911161.0,Start,
Robert Le Masurier,Jersey,720430005.0,Stub,
Kevin C. Lewis,Jersey,722988899.0,Stub,
Rob Duhamel,Jersey,724891592.0,Stub,
Patrick J. D. Ryan,Jersey,725737326.0,Stub,
Philippe de Carteret II,Jersey,737014330.0,Start,
Connétable (Jersey and Guernsey),Jersey,740998059.0,Start,
Alan J. H. Maclean,Jersey,742413962.0,Stub,
Michel Couriard,Jersey,745348113.0,Start,
Guy de Faye,Jersey,754330569.0,Start,
Vernon Tomes,Jersey,766480006.0,Stub,
Philip Bailhache,Jersey,773230341.0,C,
Jean Poingdestre,Jersey,773316732.0,Start,
Peter Hanning,Jersey,774568909.0,Start,
Dean of Jersey,Jersey,784051930.0,Start,
"Alexander Coutanche, Baron Coutanche",Jersey,784462137.0,C,
Terry Le Sueur,Jersey,784849252.0,Stub,
Don Filleul,Jersey,786175308.0,Stub,
Augustus Asplet Le Gros,Jersey,787012860.0,Start,
Philippe Langlois,Jersey,787046159.0,Stub,
Sarah Craig Ferguson,Jersey,787955357.0,Stub,
Wendy Kinnard,Jersey,787955613.0,Stub,
Iris Le Feuvre,Jersey,787956265.0,Start,
Judy Martin (politician),Jersey,787956300.0,Stub,
Kristina Moore,Jersey,787956364.0,Start,
Susan Pinel,Jersey,787956392.0,Stub,
Shona Pitman,Jersey,787956492.0,Stub,
Anne Pryke,Jersey,787956513.0,Stub,
Corrie Stein,Jersey,787956597.0,Stub,
Tracey Vallois,Jersey,787957954.0,Stub,
"Sir Philip Carteret, 1st Baronet",Jersey,789753704.0,Stub,
"Sir Philip Carteret, 2nd Baronet",Jersey,789753711.0,Stub,
"Henry Carteret, 1st Baron Carteret",Jersey,790484914.0,C,
Frank Walker (Jersey politician),Jersey,792567273.0,Start,
Carolyn Labey,Jersey,793221391.0,Stub,
Cecil Stanley Harrison,Jersey,793405839.0,Stub,
List of Bailiffs of Jersey,Jersey,795069319.0,Start,
John Le Couteur,Jersey,795676915.0,C,
Jim Perchard,Jersey,796095584.0,Start,
Bryan Ian Le Marquand,Jersey,796170389.0,Start,
Andrew Green (Jersey politician),Jersey,797693636.0,Stub,
Geraint Jennings,Jersey,797746493.0,Start,
Ian Gorst,Jersey,798244483.0,Start,
George Carteret,Jersey,799514955.0,C,
Stuart Syvret,Jersey,800714278.0,GA,
Edward Trevor (Jersey),Jersey,801172575.0,Start,
Philip Ozouf Jr,Jersey,801284949.0,C,
Peter Crill,Jersey,802532217.0,C,
"John Carteret, 2nd Earl Granville",Jersey,802912550.0,C,
Darius J. Pearce,Jersey,803416400.0,C,
Alan Simon Crowcroft,Jersey,804372746.0,Start,
William Bailhache,Jersey,805135198.0,Stub,
Michael Birt (barrister),Jersey,805136001.0,Start,
Frank Ereaut,Jersey,805136113.0,Start,
Robert Pipon Marett,Jersey,805136184.0,Start,
Freddie Cohen,Jersey,805499715.0,C,
Yerzhan Dosmukhamedov,Kazakhstan,807334444.0,,18.4
Nursultan Nazarbayev,Kazakhstan,807478471.0,,18.4
Lilian Tintori,Venezuela,807425432.0,,31.8
Mike Torode,Guernsey,710546915.0,Stub,
Laurie Morgan,Guernsey,719122168.0,Stub,
Peter Harwood,Guernsey,722295712.0,Stub,
Martin Storey (politician),Guernsey,722806951.0,Stub,
William Carey (Bailiff of Guernsey),Guernsey,725970969.0,Stub,
David Jones (Guernsey politician),Guernsey,729428763.0,Stub,
Lyndon Trott,Guernsey,742737553.0,Stub,
Jonathan Le Tocq,Guernsey,742872067.0,Start,
Graham Dorey,Guernsey,742872751.0,Stub,
De Vic Carey,Guernsey,748457839.0,Start,
Bailiff of Guernsey,Guernsey,762910285.0,GA,
Ambrose Sherwill,Guernsey,768625520.0,C,
Geoffrey Rowland,Guernsey,784691815.0,Start,
List of Bailiffs of Guernsey,Guernsey,784770354.0,Start,
Diane Lewis (Guernsey legislator),Guernsey,787954113.0,Stub,
Wendy Morgan (politician),Guernsey,787954138.0,Stub,
Peter de Havilland,Guernsey,788446515.0,C,
Gavin St Pier,Guernsey,789938377.0,Stub,
Francis Weston,Guernsey,791169532.0,C,
Richard Collas,Guernsey,792424069.0,Start,
Victor Carey,Guernsey,793355768.0,C,
Daniel de Lisle Brock,Guernsey,798315235.0,C,
Richard Weston (treasurer),Guernsey,802409654.0,C,
Havilland de Sausmarez,Guernsey,804532628.0,Start,
Edmund Andros,Guernsey,805755298.0,B,
List of heads of state of the Central African Republic,Central African Republic,807364360.0,,4.7
List of heads of state of North Korea,"Korea, North",807328783.0,,25.6
Hwang Pyong-so,"Korea, North",807390956.0,,25.6
Kim Jong-un,"Korea, North",807414984.0,,25.6
Kim Jong-il,"Korea, North",807473551.0,,25.6
Henri Beaujean,Guadeloupe,713324685.0,Stub,
Jean Julien Angot des Rotours,Guadeloupe,718041739.0,Start,
Jules Ninine,Guadeloupe,720032116.0,Stub,
Furcie Tirolien,Guadeloupe,720040455.0,Stub,
Henri Bangou,Guadeloupe,720040633.0,Stub,
Dominique Larifla,Guadeloupe,720040679.0,Stub,
Georges Dagonia,Guadeloupe,720040713.0,Stub,
François Louisy,Guadeloupe,720040739.0,Stub,
Édouard Chammougon,Guadeloupe,720047704.0,Stub,
Léopold Hélène,Guadeloupe,720055613.0,Stub,
Leo Andy,Guadeloupe,720055699.0,Stub,
José Moustache,Guadeloupe,720055763.0,Stub,
Frédéric Jalton,Guadeloupe,720055814.0,Stub,
Rosan Girard,Guadeloupe,720055877.0,Stub,
Armand Jean-François,Guadeloupe,720055937.0,Stub,
Paul Valentino,Guadeloupe,720117073.0,Stub,
Marcel Esdras,Guadeloupe,720117155.0,Stub,
Mariani Maximin,Guadeloupe,720117294.0,Stub,
Amédée Fengarol,Guadeloupe,721660701.0,Stub,
René Toribio,Guadeloupe,725882471.0,Start,
Patrice Tirolien,Guadeloupe,729810276.0,Stub,
Hégésippe Légitimus,Guadeloupe,748274502.0,C,
Louisy Mathieu,Guadeloupe,748274939.0,Stub,
Jacques Bangou,Guadeloupe,755313899.0,Stub,
Gaston Gerville-Réache,Guadeloupe,757050656.0,Stub,
Sainte Suzanne Melvil-Bloncourt,Guadeloupe,762128875.0,Stub,
List of colonial and departmental heads of Guadeloupe,Guadeloupe,764397748.0,Start,
Paul Niger,Guadeloupe,765272796.0,Stub,
Achille René-Boisneuf,Guadeloupe,767102866.0,Start,
Paul Adolphe Marie Prosper Granier de Cassagnac,Guadeloupe,767288808.0,Start,
Marcel Gargar,Guadeloupe,783350704.0,Stub,
Ernest Moutoussamy,Guadeloupe,787332894.0,Start,
Gerty Archimede,Guadeloupe,787680195.0,Stub,
Médard Albrand,Guadeloupe,788239179.0,Stub,
Joël Beaugendre,Guadeloupe,788807612.0,Stub,
Hélène Vainqueur-Christophe,Guadeloupe,788810121.0,Stub,
Gabrielle Louis-Carabin,Guadeloupe,788814960.0,Stub,
Daniel Marsin,Guadeloupe,788815849.0,Stub,
Pierre Monnerville,Guadeloupe,788826068.0,Stub,
Lucius-Duquesnes Gustave,Guadeloupe,788827709.0,Stub,
Lucien Bernier,Guadeloupe,788827724.0,Stub,
Clovis Renaison,Guadeloupe,788828762.0,Stub,
Albertine Baclet,Guadeloupe,790100830.0,Stub,
Jacques Cornano,Guadeloupe,791685556.0,Start,
Jacques Gillot,Guadeloupe,791685684.0,Stub,
Thomas Dundas (British Army officer),Guadeloupe,793286976.0,Start,
Maurice Satineau,Guadeloupe,793353218.0,Stub,
Raymond Guilliod,Guadeloupe,794067588.0,Stub,
Gratien Candace,Guadeloupe,806546383.0,Start,
Carlos de Vasconcelos,Cape Verde,807367576.0,,0.6
Quinim Pholsena,Laos,807326253.0,,7
Joseph Lambert Eustace,Saint Vincent and the Grenadines,716335437.0,Start,
Duvalle,Saint Vincent and the Grenadines,725462724.0,Start,
Charles Antrobus,Saint Vincent and the Grenadines,739296460.0,Stub,
David Emmanuel Jack,Saint Vincent and the Grenadines,745928420.0,Stub,
Sydney Gun-Munro,Saint Vincent and the Grenadines,762906552.0,Stub,
Frederick Ballantyne,Saint Vincent and the Grenadines,770827509.0,C,
Terrance Ollivierre,Saint Vincent and the Grenadines,770829069.0,Start,
Milton Cato,Saint Vincent and the Grenadines,771015590.0,Start,
Henry Harvey Williams,Saint Vincent and the Grenadines,784724223.0,Start,
Monica Dacon,Saint Vincent and the Grenadines,784784479.0,Start,
Camillo Gonsalves,Saint Vincent and the Grenadines,787976333.0,Start,
Alphonso Theodore Roberts,Saint Vincent and the Grenadines,788672768.0,Start,
Arnhim Eustace,Saint Vincent and the Grenadines,789761357.0,Start,
Joseph Chatoyer,Saint Vincent and the Grenadines,795283194.0,Start,
Louis Straker,Saint Vincent and the Grenadines,795343481.0,Start,
List of Prime Ministers of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,797760926.0,Start,
Ebenezer Joshua,Saint Vincent and the Grenadines,798864996.0,Start,
James Fitz-Allen Mitchell,Saint Vincent and the Grenadines,800257111.0,Start,
Inga Rhonda King,Saint Vincent and the Grenadines,800881284.0,Start,
Governor-General of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,801288101.0,Stub,
Ralph Gonsalves,Saint Vincent and the Grenadines,804164057.0,C,
Stanislav Kochiev,South Ossetian,717215546.0,Start,
Valeriy Hubulov,South Ossetian,717241760.0,Start,
Rostislav Khugayev,South Ossetian,721687759.0,Stub,
Boris Chochiev,South Ossetian,748071193.0,Stub,
Yury Morozov,South Ossetian,749962491.0,Start,
Aleksandr Shavlokhov,South Ossetian,760473086.0,Stub,
Merab Chigoev,South Ossetian,760473130.0,Stub,
Gerasim Khugayev,South Ossetian,760473192.0,Start,
Igor Sanakoyev,South Ossetian,760473237.0,Stub,
Zurab Kokoyev,South Ossetian,760473273.0,Stub,
Lyudvig Chibirov,South Ossetian,766130279.0,Stub,
Aslanbek Bulatsev,South Ossetian,789950396.0,Start,
President of South Ossetia,South Ossetian,795669553.0,Start,
Prime Minister of South Ossetia,South Ossetian,797825875.0,Start,
Leonid Tibilov,South Ossetian,799335775.0,Start,
Eduard Kokoity,South Ossetian,801087048.0,C,
Dmitry Sanakoyev,South Ossetian,801560549.0,Start,
Vadim Brovtsev,South Ossetian,802882186.0,C,
Tou Travel Ariki,Cook Island,717545630.0,Stub,
Piho Rua,Cook Island,717593716.0,Start,
Robert Woonton,Cook Island,717897925.0,Start,
Ngereteina Puna,Cook Island,719186872.0,Stub,
List of Presidents of the House of Ariki,Cook Island,728378933.0,Stub,
Tangaroa Tangaroa,Cook Island,737975585.0,Start,
Speaker of the Cook Islands Parliament,Cook Island,755442454.0,Start,
Maria Heather,Cook Island,757064438.0,Stub,
Tetangi Matapo,Cook Island,757064793.0,Stub,
Selina Napa,Cook Island,757064845.0,Stub,
Dorice Reid,Cook Island,757065079.0,B,
Ngai Tupa,Cook Island,757065152.0,Stub,
Cassey Eggelton,Cook Island,757540405.0,Stub,
Norman George,Cook Island,763769083.0,Start,
John Tangi,Cook Island,763769086.0,Stub,
Vai Peua,Cook Island,763769088.0,Stub,
Teariki Heather,Cook Island,763769233.0,Start,
George Angene,Cook Island,763769688.0,Stub,
Albert (Peto) Nicholas,Cook Island,763770488.0,Stub,
Tupou Faireka,Cook Island,763774025.0,Stub,
Mark Brown (Cook Islands),Cook Island,763774066.0,Stub,
Nandi Glassie,Cook Island,763774069.0,Stub,
Apii Piho,Cook Island,763775030.0,Stub,
Winton Pickering,Cook Island,763775034.0,Stub,
Albert Nicholas (Cook Islands),Cook Island,763775035.0,Stub,
Vincent Ingram,Cook Island,763775867.0,Start,
Terepai Maoate Jnr,Cook Island,763775893.0,Stub,
Toanui Isamaela,Cook Island,763776103.0,Stub,
Tangata Vavia,Cook Island,763776191.0,Start,
Taunga Toka,Cook Island,763776193.0,Stub,
Teremoana Tapi Taio,Cook Island,763776229.0,Start,
Tepure Tapaitau,Cook Island,763776231.0,Start,
Mapu Taia,Cook Island,763776235.0,Stub,
Pupuke Robati,Cook Island,763776270.0,Start,
Wilkie Rasmussen,Cook Island,763776271.0,Start,
Tai Tura,Cook Island,763776737.0,Stub,
Tekii Lazaro,Cook Island,763776768.0,Stub,
Kura Strickland,Cook Island,763776806.0,Stub,
Mii Parima,Cook Island,763776808.0,Stub,
Joe Williams (Cook Islands politician),Cook Island,763776856.0,Start,
Kiriau Turepu,Cook Island,763776860.0,Stub,
Inatio Akaruru,Cook Island,766806728.0,Start,
Terepai Maoate,Cook Island,767048874.0,Start,
Deputy Prime Minister of the Cook Islands,Cook Island,767048881.0,Start,
Atatoa Herman,Cook Island,767994335.0,Stub,
Kete Ioane,Cook Island,778717694.0,Start,
Tom Davis (Cook Islands politician),Cook Island,778763952.0,C,
Niki Rattle,Cook Island,778789714.0,Stub,
Frederick Tutu Goodwin,Cook Island,784686871.0,Start,
Ngamau Munokoa,Cook Island,784786128.0,Start,
Henry Puna,Cook Island,786648340.0,C,
Moana Ioane,Cook Island,787050138.0,Stub,
Marguerite Story,Cook Island,787227714.0,Start,
Apenera Short,Cook Island,788240713.0,Start,
Mana Strickland,Cook Island,788499686.0,Start,
William (Smiley) Heather,Cook Island,788897273.0,Start,
Rose Toki-Brown,Cook Island,788897549.0,Stub,
Teina Bishop,Cook Island,788898457.0,Start,
Pumati Israela,Cook Island,788899523.0,Stub,
Robert Wigmore,Cook Island,794802546.0,Start,
Pukeiti Pukeiti,Cook Island,794802590.0,Stub,
John Henry (Cook Islands politician),Cook Island,797303432.0,Stub,
Geoffrey Henry,Cook Island,797303508.0,Start,
Albert Henry (politician),Cook Island,797303536.0,C,
Jim Marurai,Cook Island,799769949.0,C,
Pa Tepaeru Terito Ariki,Cook Island,805657875.0,C,
Tom Marsters,Cook Island,806739780.0,Start,
Salman of Saudi Arabia,Saudi Arabia,807332031.0,,33.4
Nizar Madani,Saudi Arabia,807343873.0,,33.4
Sultan bin Salman Al Saud,Saudi Arabia,807418600.0,,33.4
Mohammad bin Salman,Saudi Arabia,807463170.0,,33.4
Fahd of Saudi Arabia,Saudi Arabia,807483153.0,,33.4
Hilal Al Sarmi,Omani,717915660.0,Stub,
Mohammed Al Rumhi,Omani,722258362.0,Stub,
Yahya Al Khusaibi,Omani,726862168.0,Stub,
Sayyid Badr bin Hamad bin Hamood AlBusaidi,Omani,729426899.0,Start,
Fahd bin Mahmoud al Said,Omani,757164616.0,Stub,
Rawya Saud Al Busaidi,Omani,760558966.0,Stub,
"Azzan bin Qais, Sultan of Muscat and Oman",Omani,767183600.0,Stub,
Taimur bin Feisal,Omani,767885927.0,Start,
"Turki bin Said, Sultan of Muscat and Oman",Omani,774877670.0,Start,
Badr bin Saud al Busaidi,Omani,783116680.0,Stub,
"Salim bin Thuwaini, Sultan of Muscat and Oman",Omani,787929352.0,Start,
Rahila Al Riyami,Omani,788828342.0,Stub,
List of rulers of Oman,Omani,789761641.0,B,
Malek Bin Sulaiman Al Ma'amari,Omani,794599835.0,Stub,
"Said bin Sultan, Sultan of Muscat and Oman",Omani,794725141.0,C,
Yusuf bin Alawi bin Abdullah,Omani,797805284.0,Start,
Samira bint Mohamed Al-Moosa,Omani,797947292.0,Stub,
Moosa AbdulRahman Hassan,Omani,799540696.0,C,
Abdullah Al Saidi,Omani,801364408.0,Stub,
Said bin Taimur,Omani,802317488.0,C,
"Faisal bin Turki, Sultan of Muscat and Oman",Omani,803929525.0,Start,
"Thuwaini bin Said, Sultan of Muscat and Oman",Omani,806665440.0,Stub,
Qaboos bin Said al Said,Omani,806904421.0,C,
Haitham bin Tariq Al Said,Omani,807451487.0,,
John Allen (diplomat),Tokelauan,720435378.0,Stub,
Neil Walter,Tokelauan,732100626.0,Start,
Tim Francis,Tokelauan,744394596.0,Stub,
Duncan MacIntyre (New Zealand politician),Tokelauan,770994352.0,C,
Russell Marshall,Tokelauan,771460602.0,C,
Guy Powles,Tokelauan,786375181.0,C,
Salesio Lui,Tokelauan,790644183.0,Stub,
Kuresa Nasau,Tokelauan,790644216.0,Stub,
Patuki Isaako,Tokelauan,790644404.0,Stub,
Kolouei O'Brien,Tokelauan,790647368.0,Stub,
Afega Gaualofa,Tokelauan,795631781.0,Stub,
Siopili Perez,Tokelauan,795633170.0,Stub,
David Payton,Tokelauan,799209983.0,Stub,
Head of Government of Tokelau,Tokelauan,801375710.0,Start,
Falima Teao,Tokelauan,801630990.0,Stub,
Jonathan Kings,Tokelauan,806257719.0,Stub,
Administrator of Tokelau,Tokelauan,806258588.0,Start,
Themba N. Masuku,Swaziland,723121670.0,Stub,
Moses Mathendele Dlamini,Swaziland,747579157.0,Start,
Constance Simelane,Swaziland,757540600.0,C,
Ntfombi of Swaziland,Swaziland,785654533.0,C,
Bheki Dlamini,Swaziland,790010530.0,Stub,
Bhekimpi Dlamini,Swaziland,790010540.0,Stub,
Jameson Mbilini Dlamini,Swaziland,790010556.0,Stub,
Lutfo Dlamini,Swaziland,790010558.0,Stub,
Mabandla Dlamini,Swaziland,790010563.0,Stub,
Makhosini Dlamini,Swaziland,790010573.0,Stub,
Mphiwa Dlamini,Swaziland,790010577.0,Stub,
Obed Dlamini,Swaziland,790010578.0,Stub,
